code,ergp_line_item,mda_code,agency,mother_ministry,amount,alignment,confidence,reason,mandate_deviation_score
ERGP10238175,"SUPPLY AND INSTALLATION OF SOLAR STREET LIGHTS IN SOME SELECTED LOCATIONS ACROSS ZANGO KATAF/JABA FEDERAL CONSTITUENCY, KADUNA STATE",252042001,LOWER BENUE RBDA,,14000000.0,NO,HIGH,Installing solar street lights in Kaduna State falls outside LBRBDA's water resources and irrigation mandate and beyond its seven-state jurisdiction which does not include Kaduna State.,100
ERGP10238209,SUPPLY AND INSTALLATION OF SOLAR STREET LIGHT IN OTUKPO/OHIMINI FEDERAL CONSTITUENCY OF BENUE STATE,252042001,LOWER BENUE RBDA,,14000000.0,NO,HIGH,"Supply and installation of solar street lights is a general infrastructure project that falls outside LBRBDA's specific mandate of water resources management, irrigation development, and agricultural support in the Lower Benue River Basin.",100
ERGP10238227,"PROVISION OF SOLAR STREET LIGHTS IN IJOKORO-OJENYO ADO LGA, BENUE STATE
",252042001,LOWER BENUE RBDA,,10500000.0,NO,HIGH,"Providing solar street lights in a local government area falls outside LBRBDA's core mandate of water resources management, irrigation development, and agricultural support in the Lower Benue River Basin.",100
ERGP10238232,"PROVISON OF SOLAR POWERED STREET LIGHTS IN ADEOBA TOWN, EKITI STATE.
",252042001,LOWER BENUE RBDA,,10854636.0,NO,HIGH,"The budget item involves street lighting in Ekiti State, which falls outside LBRBDA's geographic mandate (covers only Benue, Kogi, Nasarawa, Cross River, Ebonyi, Enugu and Anambra States) and functional mandate focused on water resources management and irrigation development.",100
ERGP10238248,"PROVISION OF SOLAR STREET LIGHT AT NYEMDUNG, MANGU LGA, PLATEAU STATE.
",252042001,LOWER BENUE RBDA,,4900000.0,NO,HIGH,"Installing solar street lights in Plateau State falls outside LBRBDA's water resources and irrigation mandate, and Plateau State is not within the agency's seven-state jurisdiction (Benue, Kogi, Nasarawa, Cross River, Ebonyi, Enugu, Anambra).",100
ERGP10238284,"SUPPLY AND INSTALLATION OF TRANSFORMER TO KWANDE LGA, BENUE NORTH EAST SENATORIAL DISTRICT",252042001,LOWER BENUE RBDA,,28000000.0,PARTIAL,MEDIUM,"While electrical infrastructure like transformers could support irrigation pumping systems and water treatment facilities within LBRBDA's water resources mandate, the item lacks specific connection to irrigation, water management, or agricultural development activities.",50
ERGP10238337,INSTALLATION OF SOLAR POWERED BOREHOLES IN SOME SELECTED COMMUNITIES IN BENUE NORTH EAST SENATORIAL DISTRICT.,252042001,LOWER BENUE RBDA,,35000000.0,PARTIAL,MEDIUM,"While water provision aligns with LBRBDA's water resources management mandate, the focus on community boreholes for domestic water supply rather than irrigation infrastructure for agricultural development represents a peripheral activity to their core irrigation and agricultural mandate.",50
ERGP10238339,INSTALLATION OF SOLAR POWERED BOREHOLES IN SOME SELECTED COMMUNITIES IN AKWA IBOM NORTH EAST SENATORIAL DISTRICT.,252042001,LOWER BENUE RBDA,,35000000.0,NO,HIGH,"Akwa Ibom North East Senatorial District is outside LBRBDA's geographical mandate which covers Lower Benue River Basin (Benue, Kogi, Nasarawa, Cross River, Ebonyi, Enugu and Anambra States), not Akwa Ibom State.",100
ERGP10238342,"SOLAR STREET LIGHTS IN THE 6 GEO-POLITICAL ZONES
",252042001,LOWER BENUE RBDA,,173586416.0,NO,HIGH,"Solar street lights in geopolitical zones fall outside LBRBDA's core mandate of water resources management, irrigation development, and agricultural support within the Lower Benue River Basin.",100
ERGP10238373,"PROVISION OF ELECTRICITY FROM MCHIA TO ATONGO VILLAGE IN MBAVUUR COUNCIL WARD OF LOGO LGA, BENUE NORTH EAST SENATORIAL DISTRICT.",252042001,LOWER BENUE RBDA,,42000000.0,NO,HIGH,"Providing electricity infrastructure is outside LBRBDA's mandate which focuses specifically on water resources management, irrigation development, and agricultural support rather than electrical power supply.",100
ERGP10238385,PURCHASE AND SUPPLY OF 500KVA/33 TRANSFORMER FOR SELECTED COMMUNITIES IN AKWA IBOM NORTH-EAST SENATORIAL DISTRICT,252042001,LOWER BENUE RBDA,,105000000.0,NO,HIGH,"The budget item targets Akwa Ibom North-East Senatorial District, which is outside LBRBDA's geographical mandate that covers only seven states (Benue, Kogi, Nasarawa, Cross River, Ebonyi, Enugu and Anambra), and involves electrical transformer supply which is not within the agency's water resources and irrigation development functions.",100
ERGP10238389,SUPPLY AND INSTALLATION OF SOLAR STREETLIGHTS IN SELECTED COMMUNITIES WITHIN ITU AND IBIONO IBOM LGAS IN AKWA IBOM NORTH-EAST SENATORIAL,252042001,LOWER BENUE RBDA,,70000000.0,NO,HIGH,"Installing solar streetlights in Akwa Ibom communities falls outside LBRBDA's core mandate of water resources management and irrigation development, and Akwa Ibom is not within the agency's designated coverage area of seven states in the Lower Benue River Basin.",100
ERGP10238406,REHABILITATION OF 33KVA LINE IN NUNG IKONO/ADADIA AND EKIM-ENEN FARM SETTLEMENT IN AKWA IBOM NORTH-EAST SENATORIAL DISTRICT,252042001,LOWER BENUE RBDA,,105000000.0,NO,HIGH,"The budget item involves electrical infrastructure rehabilitation in Akwa Ibom State, which is outside LBRBDA's geographical mandate covering seven specific states (Benue, Kogi, Nasarawa, Cross River, Ebonyi, Enugu and Anambra) and does not relate to water resources or irrigation development.",100
ERGP1113220,"ESTABLISHMENT OF PROPOSED SHONGHAI MODEL FARM CENTRE AT DOMA PROJECT
",252042001,LOWER BENUE RBDA,,28077000.0,PARTIAL,MEDIUM,"While establishing a model farm centre supports agricultural development which aligns with LBRBDA's mandate to support crop production through irrigation, the specific ""Shonghai Model"" may involve broader agricultural activities beyond the agency's core focus on water resources management and irrigation infrastructure.",50
ERGP11238448,"CONSTRUCTION OF TRIPPLE CELL BOX AT AHOR, USHONGO LGA BENUE NORTH EAST SENATORIAL DISTRICT",252042001,LOWER BENUE RBDA,,52500000.0,YES,HIGH,"Construction of triple cell box culverts at Ahor falls directly within LBRBDA's mandate to provide flood control and drainage infrastructure in the Lower Benue River Basin, specifically addressing flooding challenges in Benue State.",0
ERGP1157509,"ESTABLISHMENT OF RICE PROCESSING PLANT AT MAKURDI PROJECT
",252042001,LOWER BENUE RBDA,,4858000.0,PARTIAL,MEDIUM,"While rice processing falls outside LBRBDA's core water resources and irrigation mandate, it directly supports rice production which the agency promotes through its irrigation schemes, creating a reasonable but indirect connection to their agricultural development functions.",50
ERGP1164965,"PROVISION OF IRRIGATION SCHEME FOR KPOBI IN BASSA LGA OF KOGI STATE
",252042001,LOWER BENUE RBDA,,7287000.0,YES,HIGH,"Providing irrigation schemes directly aligns with LBRBDA's core mandate to develop irrigation infrastructure for agricultural production in the Lower Benue River Basin, which includes Kogi State.",0
ERGP1201809,"REHABILITATION OF OBAGAJI IRRIGATION SCHEME
",252042001,LOWER BENUE RBDA,,14574000.0,YES,HIGH,Rehabilitating the Obagaji Irrigation Scheme directly aligns with LBRBDA's core mandate to develop and maintain irrigation infrastructure for agricultural production in the Lower Benue River Basin.,0
ERGP1202149,"PROVISION FOR GROUND RENT, RIGHT OF OCCUPANCY AND AND CERTIFCATE OF OCCUPANCY ACROSS CATCHMENT AREAS",252042001,LOWER BENUE RBDA,,6801200.0,YES,HIGH,"Ground rent and certificates of occupancy for catchment areas are necessary for LBRBDA to legally acquire and maintain land rights for constructing irrigation infrastructure, dams, canals, and flood control facilities across their seven-state operational area.",0
ERGP12157856,"CONSTRUCTION OF CULVERTS ON ALAGYE-OLONYA ROAD
",252042001,LOWER BENUE RBDA,,7287000.0,PARTIAL,MEDIUM,"While road culverts are not directly within LBRBDA's core mandate, they could be justified as water management infrastructure supporting drainage and flood control functions in the Lower Benue Basin.",50
ERGP12157873,"CONSTRUCTION OF KWANDARE TO AWUMA RURAL ROAD
",252042001,LOWER BENUE RBDA,,6801200.0,NO,HIGH,"Construction of rural roads falls outside LBRBDA's water resources management mandate, which focuses specifically on irrigation, flood control, and agricultural water infrastructure rather than road construction.",100
ERGP12157889,"REHABILITATION OF 1KM ROAD AT OMBI-ADAMAWA SHABU
",252042001,LOWER BENUE RBDA,,43650086.0,NO,HIGH,"Road rehabilitation is outside LBRBDA's core mandate which focuses specifically on water resources management, irrigation development, and agricultural support rather than road infrastructure.",100
ERGP12157910,"CONSTRUCTION OF OFEJIJI-AJEDIBO ROAD, KOGI STATE
",252042001,LOWER BENUE RBDA,,4858000.0,NO,HIGH,"Construction of roads is not within LBRBDA's mandate which focuses specifically on water resources management, irrigation development, and agricultural support rather than general road infrastructure.",100
ERGP12157932,"CONSTRUCTION OF 1KM ROAD WITH SPUR AND GUTTER AT ZONE A EXTENSION, APO RESETTLEMENT, ABUJA",252042001,LOWER BENUE RBDA,,7287000.0,NO,HIGH,"Construction of roads in Abuja falls outside LBRBDA's mandate which focuses specifically on water resources management, irrigation development, and flood control in the Lower Benue River Basin covering seven states (none of which include FCT Abuja).",100
ERGP12158023,"CONSTRUCTION OF 80M, 5 SPAN BRIDGE AT KARSHI-OROZO
",252042001,LOWER BENUE RBDA,,14574000.0,NO,HIGH,"Construction of a road bridge at Karshi-Orozo falls outside LBRBDA's water resources and irrigation mandate, which focuses on dams, irrigation infrastructure, and water management rather than transportation infrastructure.",100
ERGP12158089,"CONSTRUCTION OF SMALL EARTH DAM, MANGUN, PLATEAU STATE
",252042001,LOWER BENUE RBDA,,11858000.0,NO,HIGH,"The budget item is for construction in Plateau State, which is outside LBRBDA's geographical mandate that covers only Benue, Kogi, Nasarawa, Cross River, Ebonyi, Enugu and Anambra States.",100
ERGP12158097,"RECONSTRUCTION ROAD OF HEADQUARTER/COLONY ROAD
",252042001,LOWER BENUE RBDA,,21490000.0,PARTIAL,MEDIUM,"While road construction is not a core mandate function, maintaining access roads to headquarters and staff colonies could be reasonably necessary for operational functionality of the water resources and irrigation management agency.",50
ERGP12158100,"COMPLETION OF CONSTRUCTION OF DOMA DAM ACCESS ROAD
",252042001,LOWER BENUE RBDA,,19432000.0,YES,HIGH,"Construction of access roads to dams directly supports the agency's statutory function of constructing and operating small/medium dams for irrigation water supply, as access infrastructure is essential for dam operations and maintenance.",0
ERGP12158126,"CONSTRUCTION OF I KM ROAD WITH DRAINAGES AND CULVERTS, AT UGONDO MEGA LAYOUT PHASE 3 MAKURDI, BENUE STATE.",252042001,LOWER BENUE RBDA,,12145000.0,NO,HIGH,"Construction of roads with drainages at a residential layout falls outside LBRBDA's core mandate of water resources management, irrigation development, and agricultural support in the Lower Benue River Basin.",100
ERGP12158409,"CONSTRUCTION OF ROADS WITH CULVERTS AT OMBI, ILERI, OGUNJI ROADS
",252042001,LOWER BENUE RBDA,,42077000.0,PARTIAL,MEDIUM,"Road construction with culverts could support water management and drainage infrastructure within the agency's flood control mandate, but general road construction appears to exceed their core water resources and irrigation focus.",50
ERGP12184991,"CONSTRUCTION OF ACCESS ROAD WITH CULVERTS AND BRIDGES AT MANGUN- WUBEL ROAD, MANGU LGA, PLATEAU STATE",252042001,LOWER BENUE RBDA,,4858000.0,NO,HIGH,"The budget item involves road construction in Plateau State, which is outside LBRBDA's geographical mandate that covers seven specific states (Benue, Kogi, Nasarawa, Cross River, Ebonyi, Enugu and Anambra) and does not include general road infrastructure development.",100
ERGP12187985,"CONSTRUCTION OF ACCESS ROAD AND DRAINAGES AT RAMINGHEL, BEHIND CITRUS GARDEN ESTATE, JOS PLATEAU STATE",252042001,LOWER BENUE RBDA,,12145000.0,NO,HIGH,"The budget item is located in Jos, Plateau State, which is outside LBRBDA's geographical mandate that covers only seven states (Benue, Kogi, Nasarawa, Cross River, Ebonyi, Enugu and Anambra States) in the Lower Benue River Basin.",100
ERGP12197510,"CONSTRUCTION OF ADRA CRESCENT ROAD, DOMA LGA, NASARAWA.
",252042001,LOWER BENUE RBDA,,42322000.0,NO,HIGH,"Construction of a crescent road in Doma LGA is general road infrastructure development that falls outside LBRBDA's specific mandate of water resources management, irrigation development, and agricultural support in the Lower Benue River Basin.",100
ERGP12197517,"CONSTRUCTION OF CHOMBU ATUME STREET, NEW GRA, MAKURDI, BENUE STATE
",252042001,LOWER BENUE RBDA,,9716000.0,NO,HIGH,"Construction of a street in Makurdi falls under urban infrastructure development, which is outside LBRBDA's mandate focused on water resources management, irrigation infrastructure, and agricultural development in the Lower Benue River Basin.",100
ERGP12201234,"CONSTRUCTION OF OKPAGINAGBO BRIDGE
",252042001,LOWER BENUE RBDA,,4858000.0,NO,HIGH,"Construction of bridges is outside LBRBDA's core mandate of water resources management, irrigation development, and agricultural support, as bridge construction falls under transportation infrastructure rather than water/irrigation infrastructure.",100
ERGP12201245,"CONSTRUCTION OF KAGBU-BAD ROAD PHASE 2
",252042001,LOWER BENUE RBDA,,12145000.0,NO,HIGH,"Construction of roads falls outside LBRBDA's core mandate which is specifically focused on water resources management, irrigation infrastructure, and agricultural development rather than general road construction.",100
ERGP12201802,CONSTRUCTION OF SURFACE DRESSING OF KOGIN KASAR WASE-TOFAR ROAD IN PLATEAU STATE,252042001,LOWER BENUE RBDA,,7287000.0,NO,HIGH,"Road construction and surface dressing falls outside LBRBDA's water resources, irrigation, and agricultural development mandate, and Plateau State is not within their designated seven-state coverage area.",100
ERGP12201837,CONSTRUCTION OF ACCESS ROAD WITH DRAINAGES FROM OGBODO/OJUWO TO IMANE,252042001,LOWER BENUE RBDA,,35000000.0,PARTIAL,MEDIUM,"While the construction of drainages aligns with LBRBDA's flood control and water management mandate, building general access roads falls outside their core water resources and irrigation infrastructure responsibilities unless specifically serving irrigation projects.",50
ERGP12204604,STUDY AND DESIGN OF 7KM ROAD WITH CULVERTS AND DRAINAGES AT AGULUGU ACROSS RIVER DINYAM KATSINA ALA LGA BENUE STATE,252042001,LOWER BENUE RBDA,,2429000.0,PARTIAL,MEDIUM,"While road construction is not a core function of LBRBDA, the culverts and drainage components could relate to flood control infrastructure and water management within their mandate area.",50
ERGP12204833,"CONSTRUCTION OF JINGIRA-IKYUME ACCESS ROAD BURUKU LGA
",252042001,LOWER BENUE RBDA,,273000000.0,PARTIAL,MEDIUM,"While road construction is not explicitly within LBRBDA's core water resources mandate, an access road to Jingira-Ikyume could be justified if it provides essential access to irrigation infrastructure, water projects, or agricultural areas served by the agency's irrigation schemes in Buruku LGA.",50
